"","GrLivArea","Neighborhood","OverallQual","TotalBsmtSF","LotArea","BsmtFinSF1","ExterQual","MSZoning","MSSubClass","KitchenQual","OverallCond","KitchenAbvGr","BedroomAbvGr","MasVnrArea","GarageQual","SalePrice"
"1086",996,"SawyerW",6,936,9069,747,"TA","RL",85,"Gd",6,1,2,0,"TA",147000
"1087",1092,"MeadowV",4,546,1974,334,"TA","RM",160,"TA",5,1,3,0,"TA",83500
"1088",1953,"Somerst",8,1082,10574,0,"Gd","FV",60,"Gd",5,1,3,0,"TA",252000
"1089",1709,"Edwards",7,970,2522,0,"Gd","RM",160,"Gd",5,1,3,50,"TA",137500
"1090",1247,"Somerst",8,1247,3316,1039,"Gd","FV",120,"Gd",5,1,1,0,"TA",197000
"1091",1040,"NAmes",3,0,8544,0,"TA","RL",90,"TA",4,2,2,0,"TA",92900
"1092",1252,"Somerst",7,600,2160,510,"Gd","FV",160,"Gd",5,1,2,212,"TA",160000
"1093",1694,"SWISU",6,1181,8400,423,"TA","RL",50,"TA",5,1,4,0,"TA",136500
"1094",1200,"NAmes",5,864,9230,661,"TA","RL",20,"Gd",8,1,1,166,"TA",146000
"1095",936,"NAmes",5,936,5868,248,"TA","RL",20,"TA",7,1,2,0,"TA",129000
"1096",1314,"CollgCr",6,1314,9317,24,"Gd","RL",20,"Gd",5,1,3,0,"TA",176432
"1097",1355,"IDOTRR",6,684,6882,0,"TA","RM",70,"Gd",7,1,3,0,"",127000
"1098",1088,"StoneBr",8,1074,3696,0,"Gd","RL",120,"Gd",5,1,2,0,"TA",170000
"1099",1324,"BrkSide",4,672,6000,672,"TA","RM",50,"TA",6,1,3,0,"TA",128000
"1100",1601,"NWAmes",7,1271,11880,704,"TA","RL",20,"TA",5,1,3,206,"TA",157000
"1101",438,"SWISU",2,290,8400,290,"TA","RL",30,"Fa",5,1,1,0,"TA",60000
"1102",950,"NAmes",5,950,9758,412,"TA","RL",20,"TA",5,1,3,0,"TA",119500
"1103",1134,"NAmes",5,1010,7000,588,"TA","RL",20,"TA",7,1,2,45,"TA",135000
"1104",1194,"NAmes",6,655,8910,655,"TA","RL",20,"TA",6,1,3,0,"TA",159500
"1105",1302,"BrDale",5,630,2016,0,"TA","RM",160,"TA",5,1,3,304,"TA",106000
"1106",2622,"NoRidge",8,1463,12256,1032,"Gd","RL",60,"Gd",5,1,3,362,"TA",325000
"1107",1442,"SawyerW",7,910,10357,738,"Gd","RL",20,"Gd",5,1,3,0,"TA",179900
"1108",2021,"Gilbert",7,868,23257,0,"Gd","RL",60,"Gd",5,1,3,0,"TA",274725
"1109",1690,"Gilbert",6,924,8063,0,"TA","RL",60,"TA",5,1,3,0,"TA",181000
"1110",1836,"NridgHt",8,1836,11362,1039,"Gd","RL",20,"Gd",5,1,3,42,"TA",280000
"1111",1658,"Gilbert",6,773,8000,219,"TA","RL",60,"TA",5,1,3,0,"TA",188000
"1112",1964,"NWAmes",7,803,10480,403,"TA","RL",60,"TA",6,1,4,660,"TA",205000
"1113",816,"NAmes",5,816,7100,708,"TA","RL",20,"TA",7,1,2,0,"TA",129900
"1114",1008,"NAmes",5,1008,8923,643,"TA","RL",20,"Gd",7,1,2,0,"TA",134500
"1115",833,"OldTown",5,833,5400,415,"TA","RL",20,"Gd",7,1,2,0,"TA",117000
"1116",1734,"NridgHt",8,1734,12085,1004,"Gd","RL",20,"Ex",5,1,3,328,"TA",318000
"1117",1419,"Gilbert",8,408,7750,353,"Gd","RL",80,"Gd",5,1,3,0,"TA",184100
"1118",894,"Sawyer",5,894,9764,702,"TA","RL",20,"Gd",7,1,3,0,"TA",130000
"1119",1601,"Sawyer",5,533,13825,0,"TA","RL",80,"TA",6,1,3,0,"TA",140000
"1120",1040,"NAmes",5,1040,7560,369,"TA","RL",20,"TA",5,1,3,0,"TA",133700
"1121",1012,"IDOTRR",6,1012,8263,0,"TA","RM",30,"TA",5,1,2,0,"TA",118400
"1122",1552,"CollgCr",7,1552,10084,24,"Gd","RL",20,"Gd",5,1,3,196,"TA",212900
"1123",960,"Edwards",4,672,8926,0,"TA","RL",20,"TA",3,1,3,0,"TA",112000
"1124",698,"Edwards",5,698,9405,0,"TA","RL",20,"TA",9,1,2,0,"",118000
"1125",1482,"Gilbert",7,384,9125,0,"TA","RL",80,"Gd",5,1,3,170,"TA",163900
"1126",1005,"NAmes",4,1005,10434,0,"TA","RL",20,"Fa",5,1,2,0,"Fa",115000
"1127",1555,"Blmngtn",7,1373,3684,0,"Gd","RL",120,"Gd",5,1,2,130,"TA",174000
"1128",1530,"Gilbert",7,1530,14572,1300,"Gd","RL",20,"Gd",5,1,3,0,"TA",259000
"1129",1959,"Gilbert",7,847,11796,0,"Gd","RL",60,"Gd",5,1,4,0,"TA",215000
"1130",936,"OldTown",5,936,7200,936,"TA","RM",90,"TA",5,1,2,180,"TA",140000
"1131",1981,"SWISU",4,1122,7804,622,"TA","RL",50,"Gd",3,1,4,0,"TA",135000
"1132",974,"Mitchel",5,974,10712,212,"TA","RL",20,"TA",5,1,3,0,"",93500
"1133",2210,"OldTown",6,1008,9900,0,"TA","RM",70,"Fa",4,1,5,0,"Fa",117500
"1134",2020,"SawyerW",8,1128,9828,584,"Gd","RL",60,"Gd",5,1,3,0,"TA",239500
"1135",1600,"Gilbert",6,916,8773,0,"TA","RL",60,"TA",5,1,3,0,"TA",169000
"1136",986,"BrkSide",6,960,6180,0,"TA","RM",30,"TA",5,1,2,0,"TA",102000
"1137",1252,"NAmes",6,1032,9600,280,"TA","RL",50,"TA",5,1,3,0,"TA",119000
"1138",1020,"Sawyer",5,780,6342,0,"TA","RL",50,"TA",8,1,2,0,"",94000
"1139",1567,"Mitchel",6,1567,9819,1567,"TA","RL",20,"Gd",5,1,2,0,"TA",196000
"1140",1167,"BrkSide",5,915,8731,645,"TA","RL",30,"TA",5,1,3,0,"TA",144000
"1141",952,"NAmes",5,952,7350,852,"TA","RL",20,"TA",7,1,2,0,"TA",139000
"1142",1868,"NWAmes",5,780,10304,381,"TA","RL",60,"Gd",7,1,4,44,"TA",197500
"1143",2828,"CollgCr",8,1466,9965,1150,"Gd","RL",60,"Gd",5,1,4,340,"TA",424870
"1144",1006,"Sawyer",5,1006,9000,288,"TA","RL",20,"TA",3,1,3,0,"",80000
"1145",924,"Edwards",4,672,12180,348,"TA","RL",190,"Fa",4,1,2,0,"TA",80000
"1146",1576,"BrkSide",5,1042,6240,0,"TA","RM",50,"TA",6,1,3,0,"TA",149000
"1147",1298,"SawyerW",6,1298,11200,1258,"Gd","RL",20,"Gd",5,1,3,85,"TA",180000
"1148",1564,"Crawfor",7,704,12000,275,"TA","RL",70,"Fa",7,1,3,0,"TA",174500
"1149",1111,"OldTown",7,572,5700,0,"TA","RM",50,"TA",7,1,2,0,"TA",116900
"1150",1482,"OldTown",7,650,9000,624,"TA","RM",70,"TA",9,1,3,0,"TA",143000
"1151",932,"NAmes",6,932,8280,0,"TA","RL",20,"Gd",5,1,2,0,"TA",124000
"1152",1466,"Edwards",5,1466,17755,176,"TA","RL",20,"Fa",4,1,3,132,"TA",149900
"1153",1811,"Crawfor",6,1073,14115,296,"TA","RL",20,"Ex",7,1,2,0,"TA",230000
"1154",816,"IDOTRR",6,816,5890,538,"Gd","RM",30,"TA",8,1,2,0,"TA",120500
"1155",1820,"NAmes",7,864,13700,454,"TA","RL",60,"Gd",6,1,4,288,"TA",201800
"1156",1437,"Veenker",5,1437,10768,1157,"Gd","RL",20,"Gd",8,1,3,0,"TA",218000
"1157",1265,"NAmes",5,1219,9350,633,"TA","RL",80,"Gd",8,1,3,0,"TA",179900
"1158",1314,"NridgHt",7,1314,5001,904,"Gd","RL",120,"Gd",5,1,2,166,"TA",230000
"1159",1580,"Somerst",8,1580,11932,0,"Gd","RL",20,"Gd",5,1,3,186,"TA",235128
"1160",1876,"NWAmes",6,901,9120,442,"Gd","RL",60,"Gd",6,1,4,270,"Gd",185000
"1161",1456,"NPkVill",6,855,2280,311,"TA","RL",160,"TA",5,1,3,0,"TA",146000
"1162",1640,"Crawfor",6,1296,14778,728,"Gd","RL",20,"Gd",7,1,3,72,"TA",224000
"1163",894,"Sawyer",5,894,8724,492,"TA","RL",20,"TA",5,1,3,0,"TA",129000
"1164",1258,"Sawyer",4,1198,12900,1198,"TA","RL",90,"TA",4,2,0,0,"Fa",108959
"1165",1432,"Veenker",5,1360,16157,680,"TA","RL",80,"Gd",7,1,2,0,"TA",194000
"1166",1502,"NridgHt",7,1502,9541,0,"Gd","RL",20,"Gd",5,1,3,268,"TA",233170
"1167",1694,"CollgCr",8,1694,10475,0,"Gd","RL",20,"Gd",5,1,3,72,"TA",245350
"1168",1671,"Gilbert",6,959,10852,786,"TA","RL",60,"TA",5,1,3,0,"TA",173000
"1169",2108,"Edwards",6,1127,13728,626,"TA","RL",70,"Gd",7,1,4,0,"TA",235000
"1170",3627,"NoRidge",10,1930,35760,1387,"Gd","RL",60,"Gd",5,1,4,1378,"TA",625000
"1171",1118,"Mitchel",6,1096,9880,522,"TA","RL",80,"TA",6,1,3,0,"TA",171000
"1172",1261,"NAmes",6,1261,9120,662,"TA","RL",20,"TA",6,1,3,0,"TA",163000
"1173",1250,"Somerst",7,625,4017,0,"Gd","FV",160,"Gd",5,1,2,0,"TA",171900
"1174",3086,"ClearCr",5,1598,18030,152,"TA","RL",50,"Ex",6,1,3,0,"",200500
"1175",2345,"Crawfor",6,952,16560,503,"TA","RL",70,"TA",8,1,4,0,"TA",239000
"1176",2872,"NoRidge",8,1683,10678,700,"Gd","RL",50,"Gd",5,1,4,337,"TA",285000
"1177",923,"Mitchel",5,876,6951,658,"TA","RL",20,"TA",5,1,3,0,"TA",119500
"1178",1224,"OldTown",6,818,3950,468,"TA","RM",50,"TA",8,1,3,0,"TA",115000
"1179",1343,"Crawfor",5,731,7681,0,"TA","RL",50,"TA",6,1,3,0,"Fa",154900
"1180",1124,"Edwards",5,0,8335,0,"TA","RL",20,"TA",5,1,3,0,"",93000
"1181",2514,"Timber",7,1216,11170,1216,"TA","RL",60,"TA",5,1,4,0,"TA",250000
"1182",1652,"Crawfor",8,1600,5587,1480,"Ex","RM",120,"Gd",5,1,2,186,"TA",392500
"1183",4476,"NoRidge",10,2396,15623,2096,"Gd","RL",60,"Ex",5,1,4,0,"TA",745000
"1184",1130,"OldTown",5,1120,10800,821,"TA","RL",30,"TA",6,1,2,0,"TA",120000
"1185",1572,"Timber",5,1572,35133,1159,"TA","RL",20,"TA",4,1,3,226,"TA",186700
"1186",1221,"Edwards",5,784,9738,392,"TA","RL",50,"TA",7,1,4,0,"TA",104900
"1187",1699,"OldTown",3,978,10615,440,"TA","RL",190,"TA",5,2,3,0,"Fa",95000
"1188",1624,"NoRidge",8,1624,12461,1456,"Gd","RL",20,"Gd",5,1,2,0,"TA",262000
"1189",1660,"CollgCr",7,831,8935,0,"Gd","RL",60,"Gd",5,1,3,95,"TA",195000
"1190",1804,"Gilbert",7,994,7500,0,"TA","RL",60,"Gd",5,1,3,0,"TA",189000
"1191",1622,"Mitchel",4,1249,32463,1159,"TA","RL",190,"TA",4,1,3,149,"TA",168000
"1192",1441,"Somerst",8,776,2645,0,"Gd","FV",160,"Gd",5,1,2,456,"TA",174000
"1193",1472,"OldTown",5,702,9600,0,"TA","RM",50,"Gd",8,1,3,0,"TA",125000
"1194",1224,"Mitchel",6,1224,4500,883,"TA","RM",120,"TA",5,1,2,425,"TA",165000
"1195",1352,"Sawyer",6,663,9364,371,"TA","RL",60,"TA",7,1,4,143,"TA",158000
"1196",1456,"Gilbert",6,728,8029,0,"TA","RL",60,"Gd",5,1,3,0,"TA",176000
"1197",1863,"Gilbert",7,879,14054,0,"Gd","RL",60,"Gd",5,1,4,0,"TA",219210
"1198",1690,"OldTown",7,815,8850,0,"TA","RM",75,"TA",6,1,3,0,"TA",144000
"1199",1212,"CollgCr",7,1212,9100,0,"Gd","RL",20,"Gd",5,1,3,0,"TA",178000
"1200",1382,"Sawyer",4,1051,11235,547,"TA","RL",20,"TA",5,1,3,51,"TA",148000
"1201",864,"NAmes",4,864,9353,0,"TA","RL",20,"TA",5,1,3,0,"TA",116050
"1202",1779,"CollgCr",7,866,10400,0,"TA","RL",60,"Gd",5,1,3,0,"TA",197900
"1203",1348,"BrkSide",5,884,6000,0,"TA","RM",50,"TA",8,1,3,0,"TA",117000
"1204",1630,"CollgCr",7,1630,9750,0,"Gd","RL",20,"Gd",5,1,3,171,"TA",213000
"1205",1074,"NWAmes",5,1056,10140,788,"TA","RL",20,"TA",6,1,3,0,"TA",153500
"1206",2196,"SawyerW",7,2158,14684,485,"Gd","RL",20,"Gd",7,1,3,234,"TA",271900
"1207",1056,"SawyerW",4,1056,8900,1056,"TA","RH",20,"TA",4,1,2,0,"TA",107000
"1208",1700,"CollgCr",6,1682,9135,340,"Gd","RL",20,"Gd",5,1,3,120,"TA",200000
"1209",1283,"NAmes",5,931,7763,504,"TA","RL",20,"TA",7,1,3,0,"TA",140000
"1210",1660,"Somerst",8,1660,10182,1220,"Gd","RL",20,"Gd",5,1,3,420,"TA",290000
"1211",1845,"SawyerW",6,1055,11218,0,"Gd","RL",60,"Gd",5,1,3,0,"TA",189000
"1212",1752,"Gilbert",8,559,12134,427,"Gd","RL",50,"TA",7,1,4,0,"TA",164000
"1213",672,"Edwards",4,672,9340,344,"TA","RL",30,"TA",6,1,2,0,"TA",113000
"1214",960,"Sawyer",4,648,10246,648,"TA","RL",80,"TA",9,1,0,0,"TA",145000
"1215",999,"NAmes",5,925,10205,784,"TA","RL",85,"TA",5,1,3,0,"TA",134500
"1216",894,"Sawyer",5,894,7094,180,"TA","RL",20,"TA",5,1,3,0,"TA",125000
"1217",1902,"Sawyer",6,0,8930,0,"TA","RM",90,"TA",5,2,4,0,"TA",112000
"1218",1314,"Somerst",8,1300,8640,936,"Gd","FV",20,"Gd",5,1,3,72,"TA",229456
"1219",912,"BrkSide",4,0,6240,0,"TA","RM",50,"TA",5,1,2,0,"",80500
"1220",1218,"BrDale",6,672,1680,0,"TA","RM",160,"TA",5,1,3,236,"",91500
"1221",912,"NAmes",5,912,7800,312,"TA","RL",20,"TA",5,1,2,0,"TA",115000
"1222",1211,"Sawyer",5,952,8250,250,"TA","RL",20,"TA",5,1,3,0,"TA",134000
"1223",1846,"NAmes",6,1040,10496,196,"TA","RL",50,"TA",6,1,3,320,"TA",143000
"1224",2136,"NAmes",5,2136,10680,756,"TA","RL",20,"TA",3,1,4,44,"TA",137900
"1225",1490,"Gilbert",7,788,15384,724,"Gd","RL",60,"Gd",5,1,3,0,"TA",184000
"1226",1138,"NAmes",6,588,10482,507,"TA","RL",80,"TA",8,1,3,63,"TA",145000
"1227",1933,"Somerst",6,894,14598,0,"Gd","RL",60,"Gd",5,1,4,74,"TA",214000
"1228",912,"NAmes",5,912,8872,595,"TA","RL",20,"Gd",8,1,2,300,"TA",147000
"1229",1702,"NridgHt",9,1702,8769,1540,"Ex","RL",120,"Ex",5,1,1,766,"TA",367294
"1230",1507,"NAmes",5,1075,7910,666,"TA","RL",80,"TA",5,1,4,0,"TA",127000
"1231",2620,"Sawyer",5,1361,18890,498,"TA","RL",90,"TA",5,2,4,1,"TA",190000
"1232",1190,"NAmes",5,1106,7728,803,"TA","RL",90,"TA",6,1,3,120,"TA",132500
"1233",1224,"NAmes",4,0,9842,0,"TA","RL",90,"TA",5,2,2,0,"TA",101800
"1234",1188,"NAmes",5,1188,12160,1000,"TA","RL",20,"TA",5,1,3,180,"TA",142000
"1235",1964,"SWISU",5,940,8525,0,"TA","RH",70,"TA",6,1,4,0,"",130000
"1236",1784,"Crawfor",5,747,13132,0,"TA","RL",70,"TA",5,1,4,0,"Fa",138887
"1237",1626,"NridgHt",7,764,2628,0,"Gd","RL",160,"Gd",5,1,2,106,"TA",175500
"1238",1948,"CollgCr",7,847,12393,0,"Gd","RL",60,"Gd",5,1,4,0,"TA",195000
"1239",1141,"SawyerW",6,1141,13072,0,"Gd","RL",20,"TA",5,1,3,0,"TA",142500
"1240",1484,"Timber",8,1476,9037,428,"Gd","RL",20,"Ex",5,1,2,32,"TA",265900
"1241",1768,"CollgCr",7,884,8158,550,"Gd","RL",60,"Gd",5,1,3,252,"TA",224900
"1242",1689,"Somerst",7,1689,9849,0,"Gd","RL",20,"Gd",6,1,3,0,"TA",248328
"1243",1173,"NWAmes",7,1053,10625,885,"TA","RL",85,"Gd",6,1,3,81,"TA",170000
"1244",2076,"NridgHt",10,2076,13891,1386,"Ex","RL",20,"Ex",5,1,2,NA,"TA",465000
"1245",1517,"Crawfor",8,792,11435,0,"TA","RL",70,"Gd",7,1,3,0,"TA",230000
"1246",1868,"NWAmes",6,585,12090,0,"TA","RL",80,"TA",7,1,3,74,"TA",178000
"1247",1553,"Somerst",7,756,8125,0,"Gd","FV",60,"Gd",5,1,3,0,"TA",186500
"1248",1034,"Mitchel",6,1012,12328,539,"TA","RL",80,"TA",5,1,3,335,"TA",169900
"1249",2058,"OldTown",6,735,9600,319,"TA","RM",75,"TA",5,1,3,0,"Fa",129500
"1250",988,"NAmes",5,876,7200,534,"TA","RL",20,"TA",7,1,3,0,"TA",119000
"1251",2110,"NAmes",7,2110,11160,1065,"Gd","RL",20,"Ex",5,1,3,0,"TA",244000
"1252",1405,"NridgHt",7,1405,3136,0,"Gd","RL",120,"Gd",5,1,2,163,"TA",171750
"1253",874,"Mitchel",5,864,9858,510,"TA","RL",20,"TA",6,1,3,0,"TA",130000
"1254",2167,"Veenker",7,1192,17542,125,"Gd","RL",60,"Gd",7,1,3,0,"TA",294000
"1255",1656,"Edwards",7,746,6931,0,"Gd","RL",60,"Gd",5,1,3,92,"TA",165400
"1256",1367,"BrkSide",6,884,6240,425,"TA","RM",50,"TA",6,1,3,0,"TA",127500
"1257",1987,"NoRidge",8,1986,14303,1314,"Gd","RL",20,"Gd",5,1,2,554,"TA",301500
"1258",864,"Edwards",5,864,4060,0,"TA","RL",30,"TA",8,1,2,0,"",99900
"1259",1166,"Gilbert",7,856,9587,655,"Gd","RL",80,"Gd",5,1,2,182,"TA",190000
"1260",1054,"NAmes",6,1054,9750,602,"TA","RL",20,"TA",8,1,3,0,"TA",151000
"1261",1675,"Gilbert",6,841,24682,0,"TA","RL",60,"TA",5,1,3,0,"TA",181000
"1262",1050,"NAmes",5,1050,9600,504,"TA","RL",20,"TA",6,1,2,0,"TA",128900
"1263",1788,"ClearCr",4,1104,11250,0,"TA","RL",50,"TA",5,1,5,0,"TA",161500
"1264",1824,"BrkSide",6,764,13515,0,"TA","RL",70,"TA",6,1,3,0,"TA",180500
"1265",1337,"NAmes",6,1405,4060,266,"Gd","RH",120,"Gd",5,1,2,0,"TA",181000
"1266",1452,"Somerst",7,691,3735,450,"Gd","FV",160,"Gd",5,1,3,218,"TA",183900
"1267",1889,"OldTown",7,925,10120,0,"Fa","RM",190,"TA",4,2,4,0,"TA",122000
"1268",2018,"Timber",9,2002,13214,0,"Ex","RL",20,"Ex",5,1,3,0,"TA",378500
"1269",3447,"Crawfor",8,728,14100,192,"TA","RL",50,"Gd",9,1,4,632,"TA",381000
"1270",1524,"NAmes",5,874,11344,460,"TA","RL",50,"TA",5,1,3,180,"TA",144000
"1271",1524,"ClearCr",7,1332,23595,1258,"Gd","RL",40,"Gd",6,1,0,0,"TA",260000
"1272",1489,"NWAmes",6,1489,9156,0,"TA","RL",20,"Gd",7,1,3,0,"TA",185750
"1273",935,"Sawyer",5,935,13526,560,"TA","RL",20,"TA",6,1,3,114,"TA",137000
"1274",1357,"Edwards",6,1019,11512,719,"TA","RL",80,"Ex",7,1,2,84,"TA",177000
"1275",1250,"Crawfor",5,661,5362,0,"TA","RL",50,"TA",6,1,3,0,"TA",139000
"1276",1920,"NAmes",5,928,11345,220,"TA","RL",90,"TA",5,2,4,567,"TA",137000
"1277",1395,"NWAmes",6,723,12936,593,"TA","RL",60,"TA",6,1,3,0,"TA",162000
"1278",1724,"NWAmes",6,1680,17871,528,"TA","RL",80,"TA",5,1,3,359,"TA",197900
"1279",2031,"CollgCr",8,1128,9473,804,"Gd","RL",60,"Gd",5,1,3,NA,"TA",237000
"1280",1128,"IDOTRR",4,698,7500,0,"TA","C (all)",50,"TA",4,1,2,0,"TA",68400
"1281",1573,"CollgCr",7,1573,9808,788,"Gd","RL",20,"Gd",5,1,3,110,"TA",227000
"1282",1339,"Timber",7,1309,8049,1053,"TA","RL",20,"TA",5,1,2,54,"Gd",180000
"1283",1040,"CollgCr",5,1040,8800,532,"TA","RL",20,"Gd",7,1,3,0,"TA",150500
"1284",1824,"Mitchel",6,912,9400,0,"TA","RL",90,"TA",5,2,4,0,"",139000
"1285",2447,"SWISU",6,804,9638,0,"TA","RL",50,"Gd",7,1,4,0,"TA",169000
"1286",1412,"BrkSide",6,780,6000,0,"TA","RM",50,"TA",6,1,4,0,"TA",132500
"1287",1328,"NWAmes",6,1328,9790,569,"TA","RL",20,"TA",5,1,3,451,"TA",143000
"1288",1582,"ClearCr",5,1624,36500,812,"TA","RL",20,"TA",5,1,4,621,"TA",190000
"1289",1659,"StoneBr",8,1501,5664,1158,"Gd","RL",120,"Ex",5,1,2,0,"TA",278000
"1290",1970,"NridgHt",8,1085,11065,0,"Gd","RL",60,"Ex",5,1,3,788,"TA",281000
"1291",1152,"NAmes",5,1152,14112,1014,"TA","RL",80,"TA",7,1,3,86,"TA",180500
"1292",1302,"BrDale",5,630,1680,231,"TA","RM",160,"TA",7,1,3,268,"TA",119500
"1293",2372,"OldTown",5,994,6600,0,"TA","RM",70,"TA",4,2,4,0,"TA",107500
"1294",1664,"NWAmes",7,832,10140,194,"TA","RL",60,"TA",5,1,4,0,"TA",162900
"1295",864,"Edwards",5,864,8172,167,"TA","RL",20,"TA",7,1,2,0,"TA",115000
"1296",1052,"NAmes",5,1052,8400,1016,"TA","RL",20,"TA",5,1,3,168,"TA",138500
"1297",1128,"NAmes",5,1120,8700,776,"TA","RL",20,"TA",6,1,3,148,"TA",155000
"1298",1072,"Edwards",6,547,3675,547,"TA","RM",180,"TA",5,1,2,82,"TA",140000
"1299",5642,"Edwards",10,6110,63887,5644,"Ex","RL",60,"Ex",5,1,3,796,"TA",160000
"1300",1246,"NAmes",5,1246,7500,340,"TA","RL",20,"Gd",7,1,3,0,"TA",154000
"1301",1983,"Gilbert",7,978,10762,694,"Gd","RL",60,"Gd",5,1,3,344,"TA",225000
"1302",1494,"Crawfor",6,771,7500,547,"TA","RL",70,"Gd",7,1,3,0,"TA",177500
"1303",2526,"NoRidge",8,1165,10120,740,"Gd","RL",60,"Gd",5,1,4,391,"TA",290000
"1304",1616,"Somerst",7,1616,8688,0,"Gd","RL",20,"Gd",5,1,3,228,"TA",232000
"1305",1708,"Edwards",7,976,3363,0,"Gd","RM",160,"Gd",5,1,3,117,"TA",130000
"1306",1652,"NridgHt",9,1652,13173,1572,"Gd","RL",20,"Ex",5,1,2,300,"TA",325000
"1307",1368,"NridgHt",7,1368,6955,0,"Gd","RL",120,"Gd",5,1,2,94,"TA",202500
"1308",990,"CollgCr",5,990,8072,746,"TA","RL",20,"TA",5,1,3,0,"TA",138000
"1309",1122,"OldTown",5,924,12000,144,"TA","RM",20,"Gd",7,1,2,0,"TA",147000
"1310",1294,"SawyerW",6,1278,7153,1200,"TA","RL",20,"Gd",5,1,3,88,"TA",179200
"1311",1902,"Crawfor",7,1902,17500,1406,"Gd","RL",20,"Ex",8,1,3,0,"TA",335000
"1312",1274,"CollgCr",7,1274,8814,925,"Gd","RL",20,"Gd",5,1,3,80,"TA",203000
"1313",2810,"NoRidge",8,1453,9572,482,"Gd","RL",60,"Gd",5,1,4,336,"Gd",302000
"1314",2599,"NoRidge",9,1393,14774,0,"Gd","RL",60,"Gd",5,1,4,165,"TA",333168
"1315",948,"Edwards",4,948,8190,732,"TA","RL",20,"TA",6,1,3,0,"TA",119000
"1316",2112,"NAmes",6,952,11075,500,"TA","RL",60,"TA",5,1,4,0,"TA",206900
"1317",1630,"CollgCr",8,1622,10226,0,"Gd","RL",20,"Ex",5,1,3,270,"TA",295493
"1318",1352,"Somerst",7,1352,4230,0,"Gd","FV",120,"Gd",5,1,2,0,"TA",208900
"1319",1787,"CollgCr",8,1753,14781,0,"Gd","RL",20,"Gd",5,1,3,178,"TA",275000
"1320",948,"Edwards",4,864,10215,492,"TA","RL",20,"TA",5,1,3,132,"TA",111000
"1321",1478,"NAmes",6,1478,8400,189,"TA","RL",20,"TA",3,1,3,0,"TA",156500
"1322",720,"BrkSide",3,0,6627,0,"TA","RL",20,"TA",6,1,2,0,"TA",72500
"1323",1923,"NoRidge",7,750,10186,674,"Gd","RL",60,"Gd",5,1,3,0,"TA",190000
"1324",708,"BrkSide",4,420,5330,280,"Fa","RL",30,"Fa",7,1,2,0,"",82500
"1325",1795,"Somerst",8,1795,9986,0,"Gd","RL",20,"Gd",5,1,2,428,"TA",147000
"1326",796,"IDOTRR",4,796,3636,0,"TA","RM",30,"TA",4,1,2,0,"",55000
"1327",774,"Edwards",3,544,4270,544,"TA","RH",30,"Gd",6,1,3,0,"",79000
"1328",816,"Mitchel",5,816,6600,641,"Gd","RL",20,"Gd",9,1,3,0,"TA",130500
"1329",2792,"OldTown",6,1510,10440,493,"Gd","RM",50,"TA",7,1,5,0,"Fa",256000
"1330",1632,"Gilbert",7,935,9084,0,"TA","RL",60,"TA",5,1,3,0,"TA",176500
"1331",1588,"Somerst",8,1588,10000,0,"Gd","RL",20,"Gd",5,1,3,410,"TA",227000
"1332",954,"CollgCr",5,911,10780,483,"TA","RL",80,"TA",5,1,3,0,"TA",132500
"1333",816,"Edwards",4,816,8877,690,"TA","RL",20,"TA",6,1,2,0,"Fa",100000
"1334",1360,"IDOTRR",5,803,7200,0,"TA","RM",50,"Gd",6,1,2,0,"TA",125500
"1335",1365,"BrDale",5,765,2368,765,"TA","RM",160,"TA",6,1,3,312,"TA",125000
"1336",1334,"NWAmes",6,1350,9650,686,"TA","RL",20,"TA",5,1,2,360,"TA",167900
"1337",1656,"NWAmes",5,1656,9246,0,"TA","RL",90,"TA",5,2,4,564,"TA",135000
"1338",693,"OldTown",4,693,4118,0,"TA","RM",30,"Fa",4,1,2,0,"",52500
"1339",1861,"CollgCr",7,916,13450,700,"Gd","RL",60,"Gd",5,1,3,0,"TA",200000
"1340",864,"CollgCr",5,864,9560,360,"TA","RL",20,"TA",7,1,3,0,"TA",128500
"1341",872,"NAmes",4,858,8294,0,"TA","RL",20,"TA",5,1,3,0,"TA",123000
"1342",1114,"SawyerW",6,1114,13695,814,"TA","RL",20,"Gd",5,1,3,0,"TA",155000
"1343",2169,"CollgCr",8,1284,9375,0,"Gd","RL",60,"Gd",5,1,3,149,"TA",228500
"1344",1913,"Crawfor",6,896,7558,0,"TA","RL",50,"TA",6,1,3,0,"Fa",177000
"1345",1456,"CollgCr",7,728,11103,0,"Gd","RL",60,"Gd",5,1,3,0,"TA",155835
"1346",960,"OldTown",4,960,6000,250,"TA","RM",30,"Fa",4,1,2,0,"TA",108500
"1347",2156,"NWAmes",7,1568,20781,297,"TA","RL",20,"TA",7,1,3,0,"Gd",262500
"1348",1776,"Timber",8,1732,15306,80,"Gd","RL",20,"Gd",5,1,3,100,"TA",283463
"1349",1494,"SawyerW",7,1482,16196,1443,"Gd","RL",20,"Gd",5,1,3,0,"TA",215000
"1350",2358,"OldTown",8,684,5250,259,"TA","RM",70,"TA",5,1,4,0,"",122000
"1351",2634,"NAmes",5,1248,11643,500,"TA","RL",90,"TA",5,2,6,368,"TA",200000
"1352",1716,"NAmes",6,858,9247,319,"TA","RL",60,"TA",6,1,4,318,"TA",171000
